dist,station,value,date
Tiruppur,Tiruppur South Taluk Office,14,04-11-2020
Tiruppur,Uthukuli,12,04-11-2020
Tiruppur,Thirumoorthi Dam,10,04-11-2020
Tiruppur,Palladam,3,04-11-2020
Tiruppur,Dharapuram,165,05-11-2020
Tiruppur,moolanur,135,05-11-2020
Tiruppur,Vellakoil,84,05-11-2020
Tiruppur,Kangeyam,60,05-11-2020
Tiruppur,Avinashi,56,05-11-2020
Tiruppur,Amaravathy Dam,38,05-11-2020
Tiruppur,Thirumoorthy IB,25.4,05-11-2020
Tiruppur,Tiruppur South Taluk Office,23,05-11-2020
Tiruppur,Thirumoorthi Dam,22,05-11-2020
Tiruppur,Uthukuli,21.6,05-11-2020
Tiruppur,Udumalpet,20,05-11-2020
Tiruppur,District Collector Office,16,05-11-2020
Tiruppur,Kundadam,15,05-11-2020
Tiruppur,Palladam,12,05-11-2020
Tiruppur,Tiruppur North Taluk Office,11,05-11-2020
Tiruppur,Madathukulam,8,05-11-2020
Tiruppur,Palladam,23,06-11-2020
Tiruppur,Avinashi,22,06-11-2020
Tiruppur,Uthukuli,21.4,06-11-2020
Tiruppur,moolanur,12,06-11-2020
Tiruppur,Kangeyam,12,06-11-2020
Tiruppur,Amaravathy Dam,11,06-11-2020
Tiruppur,Tiruppur South Taluk Office,8,06-11-2020
Tiruppur,District Collector Office,7,06-11-2020
Tiruppur,Vellakoil,6.4,06-11-2020
Tiruppur,Madathukulam,5,06-11-2020
Tiruppur,Udumalpet,4,06-11-2020
Tiruppur,Thirumoorthi Dam,4,06-11-2020
Tiruppur,Tiruppur North Taluk Office,3,06-11-2020
Tiruppur,Dharapuram,1,06-11-2020
Tiruppur,Avinashi,18.4,07-11-2020
Tiruppur,Kangeyam,8,07-11-2020
Tiruppur,Avinashi,31,08-11-2020
Tiruppur,Tiruppur North Taluk Office,12,08-11-2020
Tiruppur,Tiruppur South Taluk Office,11,08-11-2020
Tiruppur,District Collector Office,10,08-11-2020
Tiruppur,Kangeyam,8,08-11-2020
Tiruppur,Uthukuli,6,08-11-2020
Tiruppur,Palladam,2,08-11-2020
Tiruppur,Thirumoorthy IB,27.6,09-11-2020
Tiruppur,Thirumoorthi Dam,26,09-11-2020
Tiruppur,Tiruppur South Taluk Office,13,09-11-2020
Tiruppur,Amaravathy Dam,12,09-11-2020
Tiruppur,Uthukuli,12,09-11-2020
Tiruppur,Tiruppur North Taluk Office,11.2,09-11-2020
Tiruppur,Udumalpet,11,09-11-2020
Tiruppur,Kundadam,10,09-11-2020
Tiruppur,District Collector Office,8,09-11-2020
Tiruppur,Madathukulam,6,09-11-2020
Tiruppur,Palladam,4,09-11-2020
Tiruppur,Dharapuram,1,09-11-2020
Tiruppur,moolanur,1,09-11-2020
Tiruppur,Avinashi,9,13-11-2020
Tiruppur,Madathukulam,5,13-11-2020
Tiruppur,Tiruppur North Taluk Office,4,13-11-2020
Tiruppur,Thirumoorthi Dam,4,13-11-2020
Tiruppur,Palladam,3,13-11-2020
Tiruppur,Thirumoorthy IB,2.4,13-11-2020
Tiruppur,Amaravathy Dam,2,13-11-2020
Tiruppur,District Collector Office,0.5,13-11-2020
Tiruppur,Thirumoorthy IB,48.1,14-11-2020
Tiruppur,Dharapuram,31.5,14-11-2020
Tiruppur,Kundadam,30,14-11-2020
Tiruppur,moolanur,30,14-11-2020
Tiruppur,Amaravathy Dam,25,14-11-2020
Tiruppur,Thirumoorthi Dam,21,14-11-2020
Tiruppur,Udumalpet,17,14-11-2020
Tiruppur,Madathukulam,8,14-11-2020
Tiruppur,District Collector Office,6,14-11-2020
Tiruppur,Tiruppur South Taluk Office,5,14-11-2020
Tiruppur,Tiruppur North Taluk Office,2,14-11-2020
Tiruppur,Uthukuli,2,14-11-2020
Tiruppur,Amaravathy Dam,14,15-11-2020
Tiruppur,Madathukulam,12,15-11-2020
Tiruppur,Thirumoorthi Dam,8,15-11-2020
Tiruppur,Thirumoorthy IB,5.4,15-11-2020
Tiruppur,Dharapuram,2,15-11-2020
Tiruppur,Thirumoorthy IB,41.2,16-11-2020
Tiruppur,Vellakoil,40,16-11-2020
Tiruppur,Dharapuram,38,16-11-2020
Tiruppur,Udumalpet,38,16-11-2020
Tiruppur,Thirumoorthi Dam,38,16-11-2020
Tiruppur,Madathukulam,30,16-11-2020
Tiruppur,Kundadam,20,16-11-2020
Tiruppur,moolanur,18,16-11-2020
Tiruppur,Palladam,14.5,16-11-2020
Tiruppur,Amaravathy Dam,14,16-11-2020
Tiruppur,Tiruppur North Taluk Office,10,16-11-2020
Tiruppur,Kangeyam,10,16-11-2020
Tiruppur,District Collector Office,8,16-11-2020
Tiruppur,Avinashi,7,16-11-2020
Tiruppur,Tiruppur South Taluk Office,4,16-11-2020
Tiruppur,Uthukuli,2,16-11-2020
Tiruppur,Palladam,43,17-11-2020
Tiruppur,Kangeyam,43,17-11-2020
Tiruppur,District Collector Office,25,17-11-2020
Tiruppur,Tiruppur South Taluk Office,23,17-11-2020
Tiruppur,Avinashi,22.4,17-11-2020
Tiruppur,Uthukuli,20,17-11-2020
Tiruppur,moolanur,20,17-11-2020
Tiruppur,Tiruppur North Taluk Office,14,17-11-2020
Tiruppur,Vellakoil,13.3,17-11-2020
Tiruppur,Kundadam,10,17-11-2020
Tiruppur,Thirumoorthi Dam,8,17-11-2020
Tiruppur,Dharapuram,6,17-11-2020
Tiruppur,Amaravathy Dam,4,17-11-2020
Tiruppur,Madathukulam,2,17-11-2020
Tiruppur,Dharapuram,68,18-11-2020
Tiruppur,District Collector Office,57,18-11-2020
Tiruppur,Tiruppur South Taluk Office,56,18-11-2020
Tiruppur,Tiruppur North Taluk Office,40,18-11-2020
Tiruppur,Kangeyam,39,18-11-2020
Tiruppur,Thirumoorthi Dam,37,18-11-2020
Tiruppur,Thirumoorthy IB,36.8,18-11-2020
Tiruppur,Udumalpet,36.4,18-11-2020
Tiruppur,Vellakoil,36.3,18-11-2020
Tiruppur,Palladam,36,18-11-2020
Tiruppur,Madathukulam,32,18-11-2020
Tiruppur,Amaravathy Dam,32,18-11-2020
Tiruppur,Kundadam,30,18-11-2020
Tiruppur,moolanur,28,18-11-2020
Tiruppur,Uthukuli,18.4,18-11-2020
Tiruppur,Avinashi,16,18-11-2020
Tiruppur,Dharapuram,20,19-11-2020
Tiruppur,Uthukuli,11,19-11-2020
Tiruppur,Avinashi,7,19-11-2020
Tiruppur,Madathukulam,3,19-11-2020
Tiruppur,Palladam,2,19-11-2020
Tiruppur,Amaravathy Dam,2,19-11-2020
Tiruppur,Thirumoorthi Dam,2,19-11-2020
Tiruppur,Thirumoorthi Dam,8,20-11-2020
Tiruppur,Amaravathy Dam,3,20-11-2020
Tiruppur,moolanur,45,26-11-2020
Tiruppur,Dharapuram,19,26-11-2020
Tiruppur,Kangeyam,11,26-11-2020
Tiruppur,Palladam,5,26-11-2020
Tiruppur,Vellakoil,4.3,26-11-2020
Tiruppur,District Collector Office,1,26-11-2020
Tiruppur,Tiruppur North Taluk Office,0.5,26-11-2020
Tiruppur,moolanur,28,27-11-2020
Tiruppur,Dharapuram,9,27-11-2020
Tiruppur,Palladam,6,27-11-2020
Tiruppur,Kangeyam,4,27-11-2020
Tiruppur,Tiruppur South Taluk Office,1,27-11-2020
Tiruppur,Avinashi,80,28-11-2020
Tiruppur,Tiruppur South Taluk Office,67,28-11-2020
Tiruppur,Tiruppur North Taluk Office,60,28-11-2020
Tiruppur,District Collector Office,44,28-11-2020
Tiruppur,Vellakoil,30.2,28-11-2020
Tiruppur,Madathukulam,29,28-11-2020
Tiruppur,Palladam,27,28-11-2020
Tiruppur,Uthukuli,27,28-11-2020
Tiruppur,Udumalpet,25.6,28-11-2020
Tiruppur,Dharapuram,20,28-11-2020
Tiruppur,Kangeyam,13.2,28-11-2020
Tiruppur,moolanur,9,28-11-2020
Tiruppur,Amaravathy Dam,5,28-11-2020
Tiruppur,Thirumoorthy IB,2,28-11-2020
Tiruppur,Madathukulam,10,29-11-2020
Tiruppur,Palladam,3,29-11-2020
Tiruppur,Udumalpet,1.2,29-11-2020
Tiruppur,Kundadam,10,30-11-2020
Tiruppur,Amaravathy Dam,6,30-11-2020
Tiruppur,Udumalpet,5.8,30-11-2020
Tiruppur,Thirumoorthy IB,5.4,30-11-2020
Tiruppur,Madathukulam,4,30-11-2020
Tiruppur,Tiruppur South Taluk Office,3,30-11-2020
Tiruppur,moolanur,3,30-11-2020
Tiruppur,Palladam,2,30-11-2020
Tiruppur,Uthukuli,2,30-11-2020
Tiruppur,Kangeyam,2,30-11-2020
Tiruppur,Amaravathy Dam,6,01-12-2020
Tiruppur,Kundadam,10,03-12-2020
Tiruppur,Palladam,6,03-12-2020
Tiruppur,moolanur,5,03-12-2020
Tiruppur,Vellakoil,5,03-12-2020
Tiruppur,Dharapuram,4,03-12-2020
Tiruppur,Madathukulam,4,03-12-2020
Tiruppur,Kangeyam,3,03-12-2020
Tiruppur,Tiruppur North Taluk Office,2,03-12-2020
Tiruppur,District Collector Office,2,03-12-2020
Tiruppur,Tiruppur South Taluk Office,2,03-12-2020
Tiruppur,Amaravathy Dam,2,03-12-2020
Tiruppur,Thirumoorthi Dam,2,03-12-2020
Tiruppur,Thirumoorthi Dam,52,04-12-2020
Tiruppur,Thirumoorthy IB,47.4,04-12-2020
Tiruppur,Amaravathy Dam,38,04-12-2020
Tiruppur,Udumalpet,28.2,04-12-2020
Tiruppur,Madathukulam,21,04-12-2020
Tiruppur,Kundadam,15,04-12-2020
Tiruppur,Dharapuram,13,04-12-2020
Tiruppur,moolanur,12,04-12-2020
Tiruppur,Vellakoil,6.3,04-12-2020
Tiruppur,Tiruppur South Taluk Office,6,04-12-2020
Tiruppur,Kangeyam,5.4,04-12-2020
Tiruppur,Palladam,5,04-12-2020
Tiruppur,District Collector Office,4.5,04-12-2020
Tiruppur,Uthukuli,4,04-12-2020
Tiruppur,Tiruppur North Taluk Office,3,04-12-2020
Tiruppur,Palladam,14,05-12-2020
Tiruppur,Amaravathy Dam,14,05-12-2020
Tiruppur,Thirumoorthy IB,10.2,05-12-2020
Tiruppur,Thirumoorthi Dam,8,05-12-2020
Tiruppur,Tiruppur North Taluk Office,7.5,05-12-2020
Tiruppur,District Collector Office,6,05-12-2020
Tiruppur,Tiruppur South Taluk Office,6,05-12-2020
Tiruppur,Madathukulam,6,05-12-2020
Tiruppur,Avinashi,5,05-12-2020
Tiruppur,Udumalpet,1.6,05-12-2020
Tiruppur,Dharapuram,1,05-12-2020
Tiruppur,Amaravathy Dam,5,06-12-2020
Tiruppur,Thirumoorthi Dam,2,06-12-2020
Tiruppur,Thirumoorthy IB,1.2,06-12-2020
Tiruppur,Kangeyam,24,07-12-2020
Tiruppur,Tiruppur South Taluk Office,21,07-12-2020
Tiruppur,Dharapuram,21,07-12-2020
Tiruppur,Kundadam,18,07-12-2020
Tiruppur,Thirumoorthi Dam,18,07-12-2020
Tiruppur,Thirumoorthy IB,17.4,07-12-2020
Tiruppur,Palladam,17,07-12-2020
Tiruppur,moolanur,16,07-12-2020
Tiruppur,Madathukulam,16,07-12-2020
Tiruppur,District Collector Office,13,07-12-2020
Tiruppur,Udumalpet,11.8,07-12-2020
Tiruppur,Amaravathy Dam,10,07-12-2020
Tiruppur,Tiruppur North Taluk Office,7.5,07-12-2020
Tiruppur,Uthukuli,5,07-12-2020
Tiruppur,Vellakoil,4,07-12-2020
Tiruppur,Avinashi,2,07-12-2020
Tiruppur,Thirumoorthi Dam,40,08-12-2020
Tiruppur,Madathukulam,35,08-12-2020
Tiruppur,Amaravathy Dam,32,08-12-2020
Tiruppur,Thirumoorthy IB,30.6,08-12-2020
Tiruppur,Udumalpet,22.8,08-12-2020
Tiruppur,Dharapuram,8,08-12-2020
Tiruppur,Kundadam,5,08-12-2020
Tiruppur,Palladam,5,08-12-2020
Tiruppur,moolanur,4,08-12-2020
Tiruppur,District Collector Office,1,08-12-2020
Tiruppur,Avinashi,1,08-12-2020
Tiruppur,Kundadam,36,09-12-2020
Tiruppur,Kundadam,36,09-12-2020
Tiruppur,Thirumoorthy IB,35.8,09-12-2020
Tiruppur,Thirumoorthy IB,35.8,09-12-2020
Tiruppur,Thirumoorthi Dam,21,09-12-2020
Tiruppur,Thirumoorthi Dam,21,09-12-2020
Tiruppur,Amaravathy Dam,18,09-12-2020
Tiruppur,Amaravathy Dam,18,09-12-2020
Tiruppur,Palladam,15,09-12-2020
Tiruppur,Palladam,15,09-12-2020
Tiruppur,Dharapuram,14,09-12-2020
Tiruppur,Dharapuram,14,09-12-2020
Tiruppur,Avinashi,9,09-12-2020
Tiruppur,moolanur,9,09-12-2020
Tiruppur,Avinashi,9,09-12-2020
Tiruppur,moolanur,9,09-12-2020
Tiruppur,Uthukuli,6.4,09-12-2020
Tiruppur,Uthukuli,6.4,09-12-2020
Tiruppur,District Collector Office,6,09-12-2020
Tiruppur,District Collector Office,6,09-12-2020
Tiruppur,Tiruppur North Taluk Office,5,09-12-2020
Tiruppur,Vellakoil,5,09-12-2020
Tiruppur,Tiruppur North Taluk Office,5,09-12-2020
Tiruppur,Vellakoil,5,09-12-2020
Tiruppur,Tiruppur South Taluk Office,2,09-12-2020
Tiruppur,Madathukulam,2,09-12-2020
Tiruppur,Tiruppur South Taluk Office,2,09-12-2020
Tiruppur,Madathukulam,2,09-12-2020
Tiruppur,Udumalpet,1.6,09-12-2020
Tiruppur,Udumalpet,1.6,09-12-2020
Tiruppur,Kangeyam,1,09-12-2020
Tiruppur,Kangeyam,1,09-12-2020
Tiruppur,Amaravathy Dam,1,10-12-2020
Tiruppur,Amaravathy Dam,1,10-12-2020
Tiruppur,Palladam,16,17-12-2020
Tiruppur,Palladam,16,17-12-2020
Tiruppur,Kangeyam,9,17-12-2020
Tiruppur,Kangeyam,9,17-12-2020
Tiruppur,Amaravathy Dam,4,17-12-2020
Tiruppur,Amaravathy Dam,4,17-12-2020
Tiruppur,Tiruppur South Taluk Office,2,17-12-2020
Tiruppur,Vellakoil,2,17-12-2020
Tiruppur,Tiruppur South Taluk Office,2,17-12-2020
Tiruppur,Vellakoil,2,17-12-2020
Tiruppur,Tiruppur North Taluk Office,1,17-12-2020
Tiruppur,Tiruppur North Taluk Office,1,17-12-2020
Tiruppur,Uthukuli,0.6,17-12-2020
Tiruppur,Uthukuli,0.6,17-12-2020
Tiruppur,District Collector Office,0.5,17-12-2020
Tiruppur,District Collector Office,0.5,17-12-2020
Tiruppur,Amaravathy Dam,14,18-12-2020
Tiruppur,Amaravathy Dam,14,18-12-2020
Tiruppur,Vellakoil,8.4,18-12-2020
Tiruppur,Vellakoil,8.4,18-12-2020
Tiruppur,moolanur,8,18-12-2020
Tiruppur,moolanur,8,18-12-2020
Tiruppur,Kundadam,6,18-12-2020
Tiruppur,Kundadam,6,18-12-2020
Tiruppur,Thirumoorthy IB,5.4,18-12-2020
Tiruppur,Thirumoorthy IB,5.4,18-12-2020
Tiruppur,Madathukulam,4,18-12-2020
Tiruppur,Madathukulam,4,18-12-2020
Tiruppur,Thirumoorthi Dam,3,18-12-2020
Tiruppur,Thirumoorthi Dam,3,18-12-2020
Tiruppur,Kangeyam,2.3,18-12-2020
Tiruppur,Kangeyam,2.3,18-12-2020
Tiruppur,Dharapuram,2,18-12-2020
Tiruppur,Dharapuram,2,18-12-2020
Tiruppur,Tiruppur North Taluk Office,1.6,18-12-2020
Tiruppur,Tiruppur North Taluk Office,1.6,18-12-2020
Tiruppur,Udumalpet,1.4,18-12-2020
Tiruppur,Udumalpet,1.4,18-12-2020
Tiruppur,District Collector Office,1,18-12-2020
Tiruppur,Tiruppur South Taluk Office,1,18-12-2020
Tiruppur,District Collector Office,1,18-12-2020
Tiruppur,Tiruppur South Taluk Office,1,18-12-2020
Tiruppur,Madathukulam,5,19-12-2020
Tiruppur,Madathukulam,5,19-12-2020
Tiruppur,Amaravathy Dam,4,19-12-2020
Tiruppur,Thirumoorthi Dam,4,19-12-2020
Tiruppur,Amaravathy Dam,4,19-12-2020
Tiruppur,Thirumoorthi Dam,4,19-12-2020
Tiruppur,Vellakoil,1,19-12-2020
Tiruppur,Vellakoil,1,19-12-2020
Tiruppur,Kundadam,45,01-01-2021
Tiruppur,Kundadam,45,01-01-2021
Tiruppur,Palladam,34,01-01-2021
Tiruppur,Palladam,34,01-01-2021
Tiruppur,Vellakoil,32,01-01-2021
Tiruppur,Vellakoil,32,01-01-2021
Tiruppur,Kangeyam,29,01-01-2021
Tiruppur,Kangeyam,29,01-01-2021
Tiruppur,District Collector Office,27,01-01-2021
Tiruppur,District Collector Office,27,01-01-2021
Tiruppur,Tiruppur North Taluk Office,23.8,01-01-2021
Tiruppur,Tiruppur North Taluk Office,23.8,01-01-2021
Tiruppur,Dharapuram,16.5,01-01-2021
Tiruppur,Dharapuram,16.5,01-01-2021
Tiruppur,Tiruppur South Taluk Office,16,01-01-2021
Tiruppur,moolanur,16,01-01-2021
Tiruppur,Tiruppur South Taluk Office,16,01-01-2021
Tiruppur,moolanur,16,01-01-2021
Tiruppur,Avinashi,14,01-01-2021
Tiruppur,Avinashi,14,01-01-2021
Tiruppur,Thirumoorthy IB,13.6,01-01-2021
Tiruppur,Thirumoorthy IB,13.6,01-01-2021
Tiruppur,Uthukuli,9,01-01-2021
Tiruppur,Uthukuli,9,01-01-2021
Tiruppur,Udumalpet,7,01-01-2021
Tiruppur,Thirumoorthi Dam,7,01-01-2021
Tiruppur,Udumalpet,7,01-01-2021
Tiruppur,Thirumoorthi Dam,7,01-01-2021
Tiruppur,Madathukulam,5,01-01-2021
Tiruppur,Madathukulam,5,01-01-2021
Tiruppur,Amaravathy Dam,4,01-01-2021
Tiruppur,Amaravathy Dam,4,01-01-2021
Tiruppur,Palladam,2,03-01-2021
Tiruppur,Palladam,2,03-01-2021
Tiruppur,Uthukuli,1,03-01-2021
Tiruppur,Uthukuli,1,03-01-2021
Tiruppur,Udumalpet,14.4,04-01-2021
Tiruppur,Udumalpet,14.4,04-01-2021
Tiruppur,Madathukulam,14,04-01-2021
Tiruppur,Madathukulam,14,04-01-2021
Tiruppur,Thirumoorthi Dam,7,04-01-2021
Tiruppur,Thirumoorthi Dam,7,04-01-2021
Tiruppur,Amaravathy Dam,6,04-01-2021
Tiruppur,Amaravathy Dam,6,04-01-2021
Tiruppur,Vellakoil,5.3,04-01-2021
Tiruppur,Vellakoil,5.3,04-01-2021
Tiruppur,moolanur,5,04-01-2021
Tiruppur,moolanur,5,04-01-2021
Tiruppur,Kangeyam,3,04-01-2021
Tiruppur,Kangeyam,3,04-01-2021
Tiruppur,Thirumoorthy IB,2.4,04-01-2021
Tiruppur,Thirumoorthy IB,2.4,04-01-2021
Tiruppur,Palladam,2,04-01-2021
Tiruppur,Dharapuram,2,04-01-2021
Tiruppur,Palladam,2,04-01-2021
Tiruppur,Dharapuram,2,04-01-2021
Tiruppur,District Collector Office,0.5,04-01-2021
Tiruppur,District Collector Office,0.5,04-01-2021
Tiruppur,moolanur,20,05-01-2021
Tiruppur,moolanur,20,05-01-2021
Tiruppur,Dharapuram,14,05-01-2021
Tiruppur,Dharapuram,14,05-01-2021
Tiruppur,Kundadam,10,05-01-2021
Tiruppur,Kundadam,10,05-01-2021
Tiruppur,Palladam,4,05-01-2021
Tiruppur,Palladam,4,05-01-2021
Tiruppur,Amaravathy Dam,3,05-01-2021
Tiruppur,Amaravathy Dam,3,05-01-2021
Tiruppur,Udumalpet,1.4,05-01-2021
Tiruppur,Udumalpet,1.4,05-01-2021
Tiruppur,Thirumoorthi Dam,1,05-01-2021
Tiruppur,District Collector Office,1,05-01-2021
Tiruppur,District Collector Office,1,05-01-2021
Tiruppur,Thirumoorthi Dam,1,05-01-2021
Tiruppur,Palladam,12,06-01-2021
Tiruppur,Palladam,12,06-01-2021
Tiruppur,Avinashi,8,06-01-2021
Tiruppur,Avinashi,8,06-01-2021
Tiruppur,Tiruppur South Taluk Office,6,06-01-2021
Tiruppur,Tiruppur South Taluk Office,6,06-01-2021
Tiruppur,Tiruppur North Taluk Office,5,06-01-2021
Tiruppur,Tiruppur North Taluk Office,5,06-01-2021
Tiruppur,District Collector Office,3,06-01-2021
Tiruppur,District Collector Office,3,06-01-2021
Tiruppur,Uthukuli,1,06-01-2021
Tiruppur,Uthukuli,1,06-01-2021
Tiruppur,Madathukulam,57,07-01-2021
Tiruppur,Madathukulam,57,07-01-2021
Tiruppur,Udumalpet,50,07-01-2021
Tiruppur,Thirumoorthi Dam,50,07-01-2021
Tiruppur,Udumalpet,50,07-01-2021
Tiruppur,Thirumoorthi Dam,50,07-01-2021
Tiruppur,Kundadam,45,07-01-2021
Tiruppur,Kundadam,45,07-01-2021
Tiruppur,moolanur,40,07-01-2021
Tiruppur,moolanur,40,07-01-2021
Tiruppur,Kangeyam,35,07-01-2021
Tiruppur,Kangeyam,35,07-01-2021
Tiruppur,Vellakoil,30.2,07-01-2021
Tiruppur,Vellakoil,30.2,07-01-2021
Tiruppur,Palladam,29,07-01-2021
Tiruppur,Palladam,29,07-01-2021
Tiruppur,District Collector Office,25,07-01-2021
Tiruppur,District Collector Office,25,07-01-2021
Tiruppur,Tiruppur South Taluk Office,24,07-01-2021
Tiruppur,Tiruppur South Taluk Office,24,07-01-2021
Tiruppur,Thirumoorthy IB,21.4,07-01-2021
Tiruppur,Thirumoorthy IB,21.4,07-01-2021
Tiruppur,Tiruppur North Taluk Office,21,07-01-2021
Tiruppur,Tiruppur North Taluk Office,21,07-01-2021
Tiruppur,Dharapuram,19,07-01-2021
Tiruppur,Dharapuram,19,07-01-2021
Tiruppur,Uthukuli,16.2,07-01-2021
Tiruppur,Uthukuli,16.2,07-01-2021
Tiruppur,Avinashi,8,07-01-2021
Tiruppur,Amaravathy Dam,8,07-01-2021
Tiruppur,Avinashi,8,07-01-2021
Tiruppur,Amaravathy Dam,8,07-01-2021
Tiruppur,Amaravathy Dam,2,08-01-2021
Tiruppur,Amaravathy Dam,2,08-01-2021
Tiruppur,Uthukuli,20,09-01-2021
Tiruppur,Uthukuli,20,09-01-2021
Tiruppur,Kundadam,15,09-01-2021
Tiruppur,Kundadam,15,09-01-2021
Tiruppur,Thirumoorthi Dam,12,09-01-2021
Tiruppur,Thirumoorthi Dam,12,09-01-2021
Tiruppur,Avinashi,9.4,09-01-2021
Tiruppur,Avinashi,9.4,09-01-2021
Tiruppur,Amaravathy Dam,8,09-01-2021
Tiruppur,Amaravathy Dam,8,09-01-2021
Tiruppur,Dharapuram,7,09-01-2021
Tiruppur,Dharapuram,7,09-01-2021
Tiruppur,Vellakoil,5.3,09-01-2021
Tiruppur,Vellakoil,5.3,09-01-2021
Tiruppur,Kangeyam,4,09-01-2021
Tiruppur,Udumalpet,4,09-01-2021
Tiruppur,Kangeyam,4,09-01-2021
Tiruppur,Udumalpet,4,09-01-2021
Tiruppur,moolanur,3,09-01-2021
Tiruppur,Palladam,3,09-01-2021
Tiruppur,moolanur,3,09-01-2021
Tiruppur,Palladam,3,09-01-2021
Tiruppur,Madathukulam,2,09-01-2021
Tiruppur,Tiruppur South Taluk Office,2,09-01-2021
Tiruppur,Madathukulam,2,09-01-2021
Tiruppur,Tiruppur South Taluk Office,2,09-01-2021
Tiruppur,Tiruppur North Taluk Office,1,09-01-2021
Tiruppur,District Collector Office,1,09-01-2021
Tiruppur,Tiruppur North Taluk Office,1,09-01-2021
Tiruppur,District Collector Office,1,09-01-2021
Tiruppur,Avinashi,17,10-01-2021
Tiruppur,Avinashi,17,10-01-2021
Tiruppur,Tiruppur North Taluk Office,12,10-01-2021
Tiruppur,Tiruppur North Taluk Office,12,10-01-2021
Tiruppur,Tiruppur South Taluk Office,10,10-01-2021
Tiruppur,Tiruppur South Taluk Office,10,10-01-2021
Tiruppur,District Collector Office,9,10-01-2021
Tiruppur,District Collector Office,9,10-01-2021
Tiruppur,Uthukuli,6,10-01-2021
Tiruppur,Uthukuli,6,10-01-2021
Tiruppur,Madathukulam,4,10-01-2021
Tiruppur,Madathukulam,4,10-01-2021
Tiruppur,Udumalpet,3,10-01-2021
Tiruppur,Udumalpet,3,10-01-2021
Tiruppur,Palladam,2,10-01-2021
Tiruppur,Palladam,2,10-01-2021
Tiruppur,Amaravathy Dam,2,10-01-2021
Tiruppur,Thirumoorthi Dam,2,10-01-2021
Tiruppur,Amaravathy Dam,2,10-01-2021
Tiruppur,Thirumoorthi Dam,2,10-01-2021
Tiruppur,Tiruppur North Taluk Office,1,11-01-2021
Tiruppur,District Collector Office,1,11-01-2021
Tiruppur,Tiruppur North Taluk Office,1,11-01-2021
Tiruppur,District Collector Office,1,11-01-2021
Tiruppur,Amaravathy Dam,39,12-01-2021
Tiruppur,Amaravathy Dam,39,12-01-2021
Tiruppur,Thirumoorthi Dam,27,12-01-2021
Tiruppur,Thirumoorthi Dam,27,12-01-2021
Tiruppur,Thirumoorthy IB,24.2,12-01-2021
Tiruppur,Thirumoorthy IB,24.2,12-01-2021
Tiruppur,Madathukulam,15,12-01-2021
Tiruppur,Madathukulam,15,12-01-2021
Tiruppur,Dharapuram,13,12-01-2021
Tiruppur,Dharapuram,13,12-01-2021
Tiruppur,moolanur,9,12-01-2021
Tiruppur,moolanur,9,12-01-2021
Tiruppur,Palladam,7,12-01-2021
Tiruppur,Kundadam,7,12-01-2021
Tiruppur,Palladam,7,12-01-2021
Tiruppur,Kundadam,7,12-01-2021
Tiruppur,Udumalpet,6,12-01-2021
Tiruppur,Udumalpet,6,12-01-2021
Tiruppur,Tiruppur South Taluk Office,5,12-01-2021
Tiruppur,Tiruppur South Taluk Office,5,12-01-2021
Tiruppur,Vellakoil,3.2,12-01-2021
Tiruppur,Vellakoil,3.2,12-01-2021
Tiruppur,Tiruppur North Taluk Office,3,12-01-2021
Tiruppur,District Collector Office,3,12-01-2021
Tiruppur,Kangeyam,3,12-01-2021
Tiruppur,Tiruppur North Taluk Office,3,12-01-2021
Tiruppur,District Collector Office,3,12-01-2021
Tiruppur,Kangeyam,3,12-01-2021
Tiruppur,Uthukuli,2,12-01-2021
Tiruppur,Uthukuli,2,12-01-2021
Tiruppur,Avinashi,1,12-01-2021
Tiruppur,Avinashi,1,12-01-2021
Tiruppur,Amaravathy Dam,51,13-01-2021
Tiruppur,Amaravathy Dam,51,13-01-2021
Tiruppur,Thirumoorthy IB,40.8,13-01-2021
Tiruppur,Thirumoorthy IB,40.8,13-01-2021
Tiruppur,Thirumoorthi Dam,35,13-01-2021
Tiruppur,Thirumoorthi Dam,35,13-01-2021
Tiruppur,Madathukulam,20,13-01-2021
Tiruppur,Madathukulam,20,13-01-2021
Tiruppur,Udumalpet,13.8,13-01-2021
Tiruppur,Udumalpet,13.8,13-01-2021
Tiruppur,Dharapuram,13,13-01-2021
Tiruppur,Dharapuram,13,13-01-2021
Tiruppur,Kundadam,10,13-01-2021
Tiruppur,Kundadam,10,13-01-2021
Tiruppur,moolanur,6,13-01-2021
Tiruppur,moolanur,6,13-01-2021
Tiruppur,Tiruppur South Taluk Office,5,13-01-2021
Tiruppur,Vellakoil,5,13-01-2021
Tiruppur,Tiruppur South Taluk Office,5,13-01-2021
Tiruppur,Vellakoil,5,13-01-2021
Tiruppur,Palladam,4,13-01-2021
Tiruppur,District Collector Office,4,13-01-2021
Tiruppur,Palladam,4,13-01-2021
Tiruppur,District Collector Office,4,13-01-2021
Tiruppur,Kangeyam,3,13-01-2021
Tiruppur,Kangeyam,3,13-01-2021
Tiruppur,Tiruppur North Taluk Office,2,13-01-2021
Tiruppur,Tiruppur North Taluk Office,2,13-01-2021
Tiruppur,Uthukuli,1,13-01-2021
Tiruppur,Uthukuli,1,13-01-2021
Tiruppur,Thirumoorthi Dam,30,14-01-2021
Tiruppur,Thirumoorthi Dam,30,14-01-2021
