Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,Alk-Phen,HAR_Total,SAR,HAR_Ca,RSC,Na%
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",01-07-1988,810.0,6.0,66.0,62.0,122.0,31.0,202.0,101.0,36.0,329.0,,8.4,1450.0,,,420.0,2.590088,,0.0,36.61019
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",01-07-1988,410.0,1.0,32.0,26.0,78.0,16.0,71.0,32.0,54.0,189.0,,8.6,740.0,,,185.0,2.482248,,1.161511,45.00656
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",01-07-1988,1238.0,3.0,116.0,102.0,170.0,15.0,425.0,283.0,54.0,116.0,,8.9,2210.0,,,710.0,2.776865,,0.0,33.6721
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",01-07-1988,725.0,45.0,48.0,89.0,58.0,12.0,58.0,128.0,54.0,159.0,,8.5,1260.0,,,485.0,1.144448,,0.0,20.10434
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",01-07-1988,617.0,48.0,64.0,71.0,23.0,11.0,106.0,43.0,42.0,92.0,,8.9,1020.0,,,450.0,0.4706641,,0.0,9.695972
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",01-07-1988,2079.0,67.0,240.0,202.0,115.0,39.0,557.0,503.0,48.0,153.0,,8.7,3440.0,,,1430.0,1.322817,,0.0,14.45768
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",01-07-1988,2709.0,42.0,32.0,457.0,242.0,47.0,1347.0,240.0,48.0,220.0,,8.4,5060.0,,,1960.0,2.3776,,0.0,20.66802
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",01-07-1988,976.0,32.0,82.0,34.0,202.0,27.0,216.0,89.0,36.0,293.0,,8.7,1650.0,,,345.0,4.733926,,0.0,53.68403
63518,Tirupur,Dharapuram,S.K.Palayam,"10°49'40""","77°35'10""",01-07-1988,1105.0,43.0,40.0,126.0,138.0,12.0,177.0,293.0,60.0,134.0,,8.9,1910.0,,,620.0,2.414191,,0.0,32.14445
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",01-07-1988,677.0,1.0,34.0,78.0,110.0,9.0,177.0,72.0,78.0,226.0,,8.7,1330.0,,,405.0,2.375323,,0.0,36.44085
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",01-07-1988,601.0,24.0,34.0,79.0,55.0,8.0,92.0,67.0,60.0,195.0,,8.6,1080.0,,,410.0,1.181685,,0.0,22.16287
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",01-07-1988,610.0,10.0,34.0,61.0,101.0,13.0,96.0,38.0,44.0,360.0,,8.4,1120.0,,,335.0,2.397372,,0.6512128,38.39562
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",01-07-1988,795.0,2.0,30.0,88.0,138.0,11.0,199.0,120.0,84.0,232.0,,8.7,1510.0,,,435.0,2.871715,,0.0,39.9579
63527,Tirupur,Dharapuram,Malamedu,"10°47'25""","77°52'15""",01-07-1988,1317.0,3.0,76.0,219.0,83.0,9.0,518.0,202.0,60.0,275.0,,8.6,2580.0,,,1090.0,1.093182,,0.0,14.07289
63528,Tirupur,Dharapuram,Karilingampalayam,"10°50'30""","77°18'20""",01-07-1988,476.0,24.0,32.0,40.0,69.0,8.0,67.0,31.0,48.0,146.0,,8.6,810.0,,,245.0,1.91974,,0.0,37.07904
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",01-07-1988,603.0,14.0,26.0,74.0,78.0,27.0,134.0,38.0,54.0,220.0,,8.7,1160.0,,,370.0,1.765411,,0.0,29.57936
63532,Tirupur,Dharapuram,Uthiyur,"10°53'40""","77°31'40""",01-07-1988,367.0,14.0,26.0,41.0,36.0,19.0,46.0,15.0,24.0,195.0,,8.4,680.0,,,235.0,1.024619,,0.0,23.29119
63533,Tirupur,Dharapuram,Sinukinari,"10°50'20""","77°33'05""",01-07-1988,692.0,20.0,34.0,85.0,90.0,20.0,156.0,77.0,36.0,214.0,,8.5,1320.0,,,435.0,1.877941,,0.0,29.84387
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",01-07-1988,481.0,1.0,12.0,49.0,81.0,37.0,63.0,42.0,72.0,238.0,,8.9,900.0,,,230.0,2.315419,,1.670174,38.7151
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",01-07-1988,481.0,1.0,12.0,49.0,81.0,37.0,63.0,42.0,72.0,238.0,,8.9,900.0,,,230.0,2.315419,,1.670174,38.7151
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",01-07-1988,500.0,12.0,20.0,26.0,104.0,27.0,163.0,59.0,0.0,98.0,,8.0,820.0,,,155.0,3.611733,,0.0,54.16431
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",01-07-1988,352.0,20.0,26.0,27.0,161.0,11.0,11.0,29.0,0.0,0.0,,2.8,1120.0,,,175.0,5.279315,,0.0,64.82108
63803,Tirupur,Udumalaipettai,Velayuthagoundampudur,"10°44'15""","77°16'40""",01-07-1988,620.0,23.0,40.0,12.0,152.0,5.0,82.0,134.0,18.0,146.0,,8.5,980.0,,,150.0,5.413135,,0.00947,67.9987
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",01-07-1988,1717.0,45.0,192.0,114.0,253.0,2.0,617.0,125.0,60.0,311.0,,8.4,3060.0,,,950.0,3.573976,,0.0,36.66019
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",01-07-1988,767.0,24.0,30.0,67.0,133.0,16.0,181.0,101.0,54.0,159.0,,8.5,1320.0,,,350.0,3.090006,,0.0,43.81107
63810,Tirupur,Udumalaipettai,Chinnapoolankinar,"10°35'20""","77°12'15""",01-07-1988,4936.0,59.0,440.0,219.0,844.0,138.0,1702.0,1296.0,0.0,73.0,,8.0,8000.0,,,2000.0,8.211166,,0.0,45.76363
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",01-07-1988,411.0,20.0,36.0,33.0,53.0,8.0,64.0,48.0,18.0,128.0,,8.6,700.0,,,225.0,1.534855,,0.0,32.8304
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",01-07-1988,811.0,45.0,60.0,61.0,110.0,24.0,199.0,58.0,18.0,165.0,,8.2,1350.0,,,400.0,2.390296,,0.0,35.67387
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",01-07-1988,334.0,20.0,30.0,12.0,161.0,4.0,11.0,29.0,0.0,0.0,,3.0,990.0,,,125.0,6.283142,,0.0,73.02495
63819,Tirupur,Madathukulam,Karatholuvu,"10°37'20""","77°22'33""",01-07-1988,522.0,18.0,30.0,57.0,69.0,3.0,128.0,67.0,12.0,153.0,,8.7,940.0,,,310.0,1.706356,,0.0,32.39216
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",01-07-1988,738.0,20.0,60.0,64.0,83.0,21.0,124.0,192.0,0.0,214.0,,8.0,1260.0,,,415.0,1.776434,,0.0,29.09624
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",01-01-1989,332.0,36.0,60.0,15.0,18.0,0.0,18.0,14.0,0.0,92.0,,8.2,500.0,,,210.0,0.5384591,,0.0,15.62293
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",01-01-1989,572.0,,14.0,43.0,136.0,0.0,78.0,133.0,78.0,180.0,,8.8,1030.0,,,210.0,4.064316,,1.313393,58.2669
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",01-01-1989,1904.0,154.0,84.0,173.0,248.0,0.0,596.0,49.0,0.0,144.0,,8.2,3000.0,,,920.0,3.553815,,0.0,36.92393
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",01-01-1989,354.0,6.0,54.0,12.0,106.0,0.0,18.0,58.0,24.0,114.0,,8.3,480.0,,,185.0,3.398007,,0.0,55.5975
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",01-01-1989,1073.0,28.0,72.0,92.0,166.0,22.0,454.0,58.0,30.0,110.0,,8.4,1900.0,,,560.0,3.056224,,0.0,38.10961
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",01-01-1989,520.0,1.0,116.0,43.0,12.0,10.0,209.0,38.0,0.0,171.0,,7.8,1000.0,,,465.0,0.2417027,,0.0,5.165416
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",01-01-1989,1104.0,2.0,80.0,69.0,225.0,20.0,425.0,86.0,0.0,384.0,,8.0,2000.0,,,485.0,4.450853,,0.0,49.01135
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",01-01-1989,646.0,5.0,106.0,45.0,64.0,8.0,259.0,29.0,0.0,226.0,,7.9,1200.0,,,450.0,1.312835,,0.0,23.23481
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",01-01-1989,458.0,2.0,28.0,34.0,97.0,8.0,78.0,24.0,36.0,287.0,,8.3,880.0,,,210.0,2.91326,,1.709178,48.95305
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",01-01-1989,1018.0,4.0,104.0,73.0,150.0,31.0,333.0,139.0,0.0,342.0,,7.8,1830.0,,,560.0,2.757514,,0.0,35.2404
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",01-01-1989,484.0,35.0,24.0,39.0,78.0,8.0,57.0,14.0,36.0,146.0,,8.6,800.0,,,220.0,2.28563,,0.0,42.387
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",01-01-1989,749.0,39.0,88.0,61.0,78.0,4.0,167.0,24.0,0.0,305.0,,7.5,1290.0,,,470.0,1.564055,,0.0,26.28798
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",01-01-1989,1753.0,50.0,68.0,292.0,97.0,20.0,610.0,293.0,0.0,299.0,,7.7,3200.0,,,1370.0,1.139477,,0.0,13.12273
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",01-01-1989,2450.0,28.0,168.0,275.0,294.0,51.0,1333.0,125.0,0.0,159.0,,8.0,4500.0,,,1550.0,3.247537,,0.0,28.35172
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",01-01-1989,719.0,28.0,80.0,21.0,133.0,23.0,135.0,38.0,0.0,329.0,,8.0,1200.0,,,285.0,3.42071,,0.0,47.83552
63518,Tirupur,Dharapuram,S.K.Palayam,"10°49'40""","77°35'10""",01-01-1989,780.0,41.0,76.0,83.0,64.0,16.0,145.0,14.0,0.0,403.0,,7.8,1400.0,,,530.0,1.207934,,0.0,20.14981
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",01-01-1989,787.0,1.0,64.0,73.0,122.0,12.0,266.0,43.0,60.0,281.0,,8.5,1500.0,,,460.0,2.474138,,0.0,35.82088
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",01-01-1989,506.0,22.0,52.0,54.0,46.0,8.0,74.0,24.0,48.0,201.0,,8.5,910.0,,,350.0,1.066583,,0.0,21.64502
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",01-01-1989,540.0,,74.0,84.0,9.0,5.0,163.0,31.0,0.0,348.0,,7.6,1100.0,,,530.0,0.1700059,,0.0,3.519061
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",01-01-1989,594.0,10.0,46.0,51.0,92.0,13.0,128.0,62.0,0.0,317.0,,8.2,1080.0,,,325.0,2.2211,,0.0,36.96252
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",01-01-1989,723.0,18.0,52.0,49.0,140.0,12.0,142.0,24.0,0.0,445.0,,7.8,1310.0,,,330.0,3.345369,,0.6669638,46.75814
63527,Tirupur,Dharapuram,Malamedu,"10°47'25""","77°52'15""",01-01-1989,495.0,3.0,60.0,51.0,51.0,9.0,103.0,29.0,0.0,360.0,,7.7,950.0,,,360.0,1.169919,,0.0,23.01328
63528,Tirupur,Dharapuram,Karilingampalayam,"10°50'30""","77°18'20""",01-01-1989,1639.0,22.0,100.0,22.0,465.0,22.0,645.0,134.0,48.0,207.0,,8.3,2770.0,,,340.0,10.9686,,0.0,73.31077
63530,Tirupur,Dharapuram,Kundadam,"10°50'45""","77°26'45""",01-01-1989,858.0,,76.0,136.0,46.0,11.0,301.0,62.0,0.0,451.0,,7.7,1720.0,,,750.0,0.731013,,0.0,11.58851
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",01-01-1989,644.0,14.0,60.0,38.0,55.0,18.0,213.0,15.0,0.0,366.0,,7.6,1300.0,,,305.0,1.367486,,0.0,26.6589
63532,Tirupur,Dharapuram,Uthiyur,"10°53'40""","77°31'40""",01-01-1989,458.0,14.0,58.0,22.0,64.0,20.0,78.0,14.0,48.0,183.0,,8.5,800.0,,,235.0,1.815047,,0.0,34.79716
63533,Tirupur,Dharapuram,Sinukinari,"10°50'20""","77°33'05""",01-01-1989,943.0,18.0,68.0,91.0,106.0,63.0,269.0,58.0,60.0,293.0,,8.3,1700.0,,,545.0,1.976682,,0.0,26.95742
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",01-01-1989,527.0,,28.0,26.0,138.0,16.0,53.0,29.0,60.0,354.0,,8.5,990.0,,,175.0,4.513903,,4.265695,60.33609
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",01-01-1989,527.0,,28.0,26.0,138.0,16.0,53.0,29.0,60.0,354.0,,8.5,990.0,,,175.0,4.513903,,4.265695,60.33609
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",01-01-1989,2428.0,13.0,80.0,131.0,465.0,235.0,893.0,302.0,84.0,360.0,,8.4,4100.0,,,740.0,7.442379,,0.0,49.32183
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",01-01-1989,361.0,,58.0,38.0,18.0,8.0,128.0,22.0,0.0,177.0,,8.1,700.0,,,300.0,0.4512347,,0.0,11.17073
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",01-01-1989,1790.0,13.0,92.0,153.0,350.0,23.0,780.0,77.0,0.0,512.0,,8.1,3200.0,,,860.0,5.194217,,0.0,46.1426
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",01-01-1989,1067.0,3.0,160.0,57.0,127.0,0.0,301.0,346.0,0.0,128.0,,7.9,1820.0,,,635.0,2.194349,,0.0,30.35367
63803,Tirupur,Udumalaipettai,Velayuthagoundampudur,"10°44'15""","77°16'40""",01-01-1989,602.0,4.0,82.0,75.0,62.0,0.0,241.0,29.0,30.0,128.0,,8.3,1300.0,,,515.0,1.190467,,0.0,20.80798
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",01-01-1989,1246.0,46.0,152.0,109.0,108.0,0.0,532.0,67.0,0.0,146.0,,7.9,2130.0,,,830.0,1.632826,,0.0,22.10421
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",01-01-1989,1700.0,18.0,164.0,95.0,283.0,0.0,518.0,480.0,36.0,85.0,,8.3,2830.0,,,800.0,4.351933,,0.0,43.47976
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",01-01-1989,268.0,15.0,26.0,11.0,62.0,0.0,99.0,2.0,0.0,0.0,,3.6,490.0,,,110.0,2.569768,,0.0,55.04281
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",01-01-1989,318.0,1.0,62.0,30.0,12.0,0.0,35.0,2.0,0.0,342.0,,7.4,610.0,,,280.0,0.3129798,,0.0431,8.578384
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",01-01-1989,360.0,25.0,50.0,33.0,23.0,0.0,35.0,10.0,42.0,110.0,,8.6,620.0,,,260.0,0.6198085,,0.0,16.10711
63819,Tirupur,Madathukulam,Karatholuvu,"10°37'20""","77°22'33""",01-01-1989,565.0,21.0,20.0,67.0,85.0,0.0,114.0,12.0,72.0,204.0,,8.5,1000.0,,,325.0,2.049097,,0.0,36.21719
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",01-01-1989,645.0,46.0,40.0,37.0,131.0,0.0,114.0,49.0,18.0,102.0,,8.3,1100.0,,,250.0,3.589213,,0.0,53.06048
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",01-07-1989,422.0,,64.0,7.0,69.0,24.0,62.0,53.0,42.0,201.0,,8.6,750.0,,,190.0,2.186057,,0.9247051,40.64029
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",01-07-1989,1141.0,42.0,56.0,61.0,262.0,35.0,355.0,58.0,0.0,256.0,,8.2,2080.0,,,390.0,5.765512,,0.0,56.68203
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",01-07-1989,311.0,4.0,44.0,37.0,9.0,12.0,32.0,34.0,54.0,140.0,,8.5,590.0,,,260.0,0.2418451,,0.0,6.591797
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",01-07-1989,1187.0,25.0,72.0,107.0,207.0,23.0,355.0,58.0,0.0,506.0,,8.1,2000.0,,,620.0,3.61639,,0.0,40.94548
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",01-07-1989,978.0,34.0,100.0,62.0,175.0,12.0,337.0,5.0,0.0,275.0,,8.2,1850.0,,,505.0,3.388611,,0.0,42.26266
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",01-07-1989,608.0,28.0,28.0,44.0,99.0,31.0,107.0,29.0,45.0,201.0,,8.6,1000.0,,,250.0,2.718627,,0.0,42.56402
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",01-07-1989,1390.0,39.0,128.0,132.0,161.0,39.0,426.0,144.0,0.0,372.0,,8.0,2530.0,,,865.0,2.384588,,0.0,27.73461
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",01-07-1989,699.0,39.0,76.0,68.0,60.0,4.0,160.0,29.0,0.0,256.0,,8.2,1210.0,,,470.0,1.204582,,0.0,21.56812
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",01-07-1989,1445.0,42.0,140.0,161.0,104.0,20.0,405.0,264.0,0.0,329.0,,8.0,2500.0,,,1010.0,1.422202,,0.0,17.90143
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",01-07-1989,1639.0,27.0,160.0,142.0,207.0,47.0,717.0,67.0,0.0,361.0,,8.2,2960.0,,,985.0,2.871122,,0.0,30.13812
63518,Tirupur,Dharapuram,S.K.Palayam,"10°49'40""","77°35'10""",01-07-1989,970.0,36.0,78.0,107.0,78.0,42.0,220.0,110.0,0.0,348.0,,8.1,1650.0,,,635.0,1.346534,,0.0,19.76654
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",01-07-1989,697.0,,58.0,77.0,92.0,16.0,192.0,48.0,0.0,427.0,,8.2,1340.0,,,460.0,1.862737,,0.0,29.33499
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",01-07-1989,591.0,21.0,58.0,79.0,32.0,8.0,135.0,48.0,0.0,275.0,,8.2,1120.0,,,470.0,0.6422089,,0.0,12.66333
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",01-07-1989,515.0,,120.0,132.0,78.0,12.0,48.0,0.0,0.0,250.0,,8.2,2070.0,,,845.0,1.168872,,0.0,16.50977
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",01-07-1989,559.0,3.0,44.0,51.0,92.0,12.0,110.0,43.0,0.0,390.0,,8.1,1050.0,,,320.0,2.238373,,0.000109,37.39561
63527,Tirupur,Dharapuram,Malamedu,"10°47'25""","77°52'15""",01-07-1989,1249.0,3.0,96.0,132.0,184.0,12.0,454.0,96.0,0.0,525.0,,8.2,2390.0,,,785.0,2.860888,,0.0,33.39915
63528,Tirupur,Dharapuram,Karilingampalayam,"10°50'30""","77°18'20""",01-07-1989,350.0,6.0,38.0,37.0,37.0,8.0,53.0,14.0,0.0,275.0,,7.8,680.0,,,245.0,1.023935,,0.0,23.82524
63530,Tirupur,Dharapuram,Kundadam,"10°50'45""","77°26'45""",01-07-1989,1661.0,,128.0,161.0,230.0,23.0,639.0,288.0,0.0,384.0,,8.2,3040.0,,,980.0,3.192856,,0.0,33.09564
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",01-07-1989,1154.0,,64.0,112.0,216.0,8.0,440.0,62.0,60.0,384.0,,8.4,2200.0,,,620.0,3.77177,,0.0,42.68684
63532,Tirupur,Dharapuram,Uthiyur,"10°53'40""","77°31'40""",01-07-1989,463.0,13.0,52.0,34.0,60.0,16.0,43.0,10.0,0.0,384.0,,8.2,830.0,,,270.0,1.589359,,0.9014089,31.02563
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",01-07-1989,535.0,,26.0,74.0,74.0,13.0,75.0,38.0,0.0,470.0,,7.8,1100.0,,,370.0,1.674877,,0.317091,29.4275
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",01-07-1989,535.0,,26.0,74.0,74.0,13.0,75.0,38.0,0.0,470.0,,7.8,1100.0,,,370.0,1.674877,,0.317091,29.4275
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",01-07-1989,2938.0,67.0,64.0,268.0,465.0,219.0,966.0,317.0,60.0,561.0,,8.4,5100.0,,,1260.0,5.692825,,0.0,39.60158
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",01-07-1989,586.0,29.0,50.0,79.0,30.0,16.0,64.0,34.0,36.0,293.0,,8.6,1070.0,,,450.0,0.6152858,,0.0,12.18404
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",01-07-1989,2584.0,78.0,120.0,309.0,327.0,39.0,1093.0,96.0,0.0,506.0,,8.0,4660.0,,,1570.0,3.588853,,0.0,30.49896
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",01-07-1989,615.0,15.0,64.0,49.0,85.0,16.0,183.0,67.0,0.0,165.0,,8.0,1270.0,,,360.0,1.945132,,0.0,32.62545
63803,Tirupur,Udumalaipettai,Velayuthagoundampudur,"10°44'15""","77°16'40""",01-07-1989,837.0,8.0,42.0,93.0,127.0,16.0,288.0,96.0,0.0,275.0,,7.9,1520.0,,,485.0,2.502124,,0.0,35.2259
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",01-07-1989,510.0,31.0,10.0,43.0,81.0,20.0,67.0,19.0,42.0,183.0,,8.4,640.0,,,200.0,2.479779,,0.3621882,43.64708
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",01-07-1989,1235.0,50.0,20.0,129.0,255.0,31.0,412.0,58.0,0.0,214.0,,8.1,2350.0,,,580.0,4.603032,,0.0,47.20358
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",01-07-1989,1470.0,1.0,20.0,183.0,334.0,0.0,632.0,106.0,0.0,378.0,,7.8,3150.0,,,800.0,5.127406,,0.0,47.50114
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",01-07-1989,389.0,3.0,10.0,37.0,46.0,20.0,64.0,14.0,30.0,311.0,,8.4,620.0,,,175.0,1.503175,,2.553999,33.03914
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",01-07-1989,338.0,4.0,24.0,44.0,32.0,8.0,39.0,14.0,66.0,183.0,,8.5,610.0,,,240.0,0.8967664,,0.3812281,21.69822
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",01-07-1989,431.0,4.0,10.0,90.0,48.0,12.0,107.0,14.0,24.0,214.0,,8.4,1020.0,,,395.0,1.0502,,0.0,20.27122
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",01-01-1990,1074.0,12.0,28.0,49.0,297.0,23.0,496.0,14.0,30.0,171.0,,8.3,1890.0,,,270.0,7.840772,,0.0,68.22165
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",01-01-1990,274.0,,20.0,10.0,35.0,47.0,21.0,62.0,18.0,122.0,,9.1,450.0,,,90.0,1.595495,,0.7787582,33.49284
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",01-01-1990,965.0,15.0,76.0,85.0,138.0,27.0,312.0,86.0,54.0,238.0,,8.5,1750.0,,,540.0,2.584662,,0.0,34.33925
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",01-01-1990,784.0,13.0,100.0,40.0,131.0,4.0,220.0,53.0,51.0,256.0,,8.9,1460.0,,,415.0,2.80016,,0.0,40.46282
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",01-01-1990,457.0,,30.0,32.0,99.0,4.0,78.0,62.0,54.0,195.0,,8.8,850.0,,,205.0,2.996547,,0.8659436,50.43093
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",01-01-1990,1676.0,29.0,132.0,102.0,311.0,23.0,411.0,269.0,78.0,439.0,,8.3,2910.0,,,750.0,4.942793,,0.0,46.49216
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",01-01-1990,582.0,13.0,38.0,84.0,48.0,4.0,85.0,91.0,48.0,256.0,,8.8,1100.0,,,440.0,0.9948754,,0.0,18.98292
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",01-01-1990,987.0,17.0,92.0,83.0,143.0,4.0,220.0,158.0,72.0,281.0,,8.6,1770.0,,,570.0,2.602921,,0.0,35.05573
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",01-01-1990,1013.0,22.0,116.0,78.0,131.0,8.0,234.0,125.0,78.0,287.0,,8.3,1810.0,,,610.0,2.306423,,0.0,31.46388
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",01-01-1990,2072.0,43.0,208.0,204.0,205.0,23.0,837.0,269.0,30.0,207.0,,8.3,3670.0,,,1360.0,2.419431,,0.0,24.31541
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",01-01-1990,859.0,14.0,52.0,50.0,163.0,27.0,163.0,192.0,48.0,207.0,,8.7,1450.0,,,335.0,3.871007,,0.0,48.9306
63518,Tirupur,Dharapuram,S.K.Palayam,"10°49'40""","77°35'10""",01-01-1990,1014.0,14.0,108.0,68.0,166.0,8.0,369.0,53.0,42.0,275.0,,8.7,1840.0,,,550.0,3.080929,,0.0,39.21993
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",01-01-1990,661.0,22.0,36.0,58.0,113.0,23.0,106.0,38.0,84.0,207.0,,8.7,1160.0,,,330.0,2.712063,,0.0,40.71336
