Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,Alk-Phen,HAR_Total,SAR,HAR_Ca,RSC,Na%
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",10-07-2008,544.0,6.0,30.0,54.675,58.0,47.0,89.0,64.0,0.0,347.7,0.68,8.1,960.0,285.0,0.0,300.0,1.457031,75.0,0.0,25.95216
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",11-07-2008,543.0,21.0,24.0,65.61,64.0,9.0,124.0,53.0,0.0,219.6,0.55,8.1,940.0,180.0,0.0,330.0,1.532849,60.0,0.0,28.96625
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",11-07-2008,735.0,25.0,24.0,42.525,161.0,17.0,103.0,72.0,0.0,408.7,0.81,7.8,1320.0,335.0,0.0,235.0,4.569779,60.0,2.002117,57.7104
63819,Tirupur,Madathukulam,Karatholuvu,"10°37'20""","77°22'33""",11-07-2008,276.0,3.0,42.0,29.16,14.0,13.0,14.0,10.0,2.68923,227.2478,1.35,8.1,500.0,230.0,0.0,225.0,0.4061792,105.0,0.0,11.20043
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",11-07-2008,750.0,42.0,46.0,72.9,74.0,25.0,106.0,96.0,0.0,286.7,0.99,8.2,1210.0,235.0,0.0,415.0,1.580589,115.0,0.0,26.48659
HP1CBE12,Tirupur,Udumalaipettai,Pudupalayam,"10°40'30""","77°09'15""",11-07-2008,1389.0,27.0,120.0,123.93,156.0,16.0,454.0,326.0,0.0,146.4,0.98,7.8,2340.0,120.0,0.0,810.0,2.385216,300.0,0.0,29.02148
HP1CBE13,Tirupur,Udumalaipettai,Gudimangalam,"10°41'15""","77°17'05""",11-07-2008,1269.0,27.0,116.0,94.77,152.0,27.0,355.0,319.0,0.0,170.8,0.61,7.7,2140.0,140.0,0.0,680.0,2.536619,290.0,0.0,31.65035
HP2CBE29,Tirupur,Udumalaipettai,Somavarampatty,"10°41'00""","77°12'30""",11-07-2008,1238.0,140.0,72.0,46.17,207.0,23.0,121.0,72.0,0.0,152.5,1.7,7.0,1670.0,125.0,0.0,370.0,4.683362,180.0,0.0,53.01255
HP2CBE30,Tirupur,Madathukulam,Metrathi,"10°39'20""","77°20'20""",11-07-2008,756.0,3.0,34.0,42.525,175.0,27.0,149.0,120.0,0.0,390.4,1.3,7.8,1250.0,320.0,0.0,260.0,4.722598,85.0,1.203104,56.39117
63810,Tirupur,Udumalaipettai,Chinnapoolankinar,"10°35'20""","77°12'15""",12-07-2008,1021.0,28.0,64.0,75.33,159.0,39.0,213.0,127.0,0.0,439.2,0.35,8.3,1660.0,360.0,0.0,470.0,3.191411,160.0,0.0,39.96307
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",12-07-2008,2105.0,32.0,40.0,87.48,580.0,16.0,581.0,451.0,0.0,414.8,2.55,8.0,3380.0,340.0,0.0,460.0,11.76626,100.0,0.0,72.42822
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",12-07-2008,334.0,4.0,52.0,19.44,28.0,26.0,7.0,32.0,1.852543,248.1077,0.72,7.9,590.0,250.0,0.0,210.0,0.8409793,130.0,0.0,20.03947
63813,Tirupur,Udumalaipettai,Dhali,"10°30'30""","77°11'35""",12-07-2008,1179.0,43.0,52.0,89.91,219.0,20.0,241.0,144.0,0.0,445.3,1.35,7.7,1850.0,365.0,0.0,500.0,4.261516,130.0,0.0,47.55601
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",12-07-2008,455.0,9.0,60.0,36.45,48.0,7.0,64.0,48.0,1.852543,248.1077,1.28,7.9,810.0,250.0,0.0,300.0,1.206074,150.0,0.0,25.27515
HP1CBE14,Tirupur,Udumalaipettai,Manupatti,"10°29'43""","77°14'30""",12-07-2008,566.0,23.0,36.0,59.535,46.0,35.0,124.0,47.0,0.0,231.8,0.54,7.8,940.0,190.0,0.0,335.0,1.093562,90.0,0.0,20.86073
HP2CBE31,Tirupur,Madathukulam,Kallapuram,"10°26'30""","77°18'25""",12-07-2008,927.0,20.0,116.0,53.46,113.0,31.0,206.0,96.0,0.0,445.3,1.3,7.7,1530.0,365.0,0.0,510.0,2.177769,290.0,0.0,30.92076
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",16-07-2008,663.0,3.0,32.0,70.47,87.0,43.0,110.0,69.0,0.0,475.8,1.6,7.9,1150.0,390.0,0.0,370.0,1.967919,80.0,0.4032043,30.81704
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",16-07-2008,964.0,7.0,80.0,70.47,147.0,33.0,241.0,156.0,0.0,408.7,1.45,8.0,1630.0,335.0,0.0,490.0,2.889873,200.0,0.0,37.54768
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",16-07-2008,1778.0,45.0,152.0,77.76,322.0,51.0,447.0,312.0,0.0,433.1,0.6,8.0,2940.0,355.0,0.0,700.0,5.296827,380.0,0.0,47.81111
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",16-07-2008,2386.0,22.0,104.0,184.68,451.0,37.0,837.0,528.0,0.0,292.8,1.15,7.7,5220.0,240.0,0.0,1020.0,6.144401,260.0,0.0,47.90486
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",16-07-2008,423.0,17.0,42.0,49.815,25.0,8.0,39.0,68.0,1.768902,188.1811,1.0,8.0,750.0,190.0,0.0,310.0,0.6178643,105.0,0.0,14.52392
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",17-07-2008,640.0,7.0,22.0,74.115,87.0,23.0,220.0,67.0,0.0,231.8,0.8,8.0,1150.0,190.0,0.0,360.0,1.994957,55.0,0.0,32.71
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",17-07-2008,1319.0,53.0,36.0,51.03,311.0,51.0,269.0,125.0,0.0,481.9,1.3,7.8,2170.0,395.0,0.0,300.0,7.813029,90.0,1.903242,64.95019
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",17-07-2008,623.0,4.0,28.0,51.03,124.0,12.0,174.0,58.0,0.0,317.2,1.4,7.2,1110.0,260.0,0.0,280.0,3.224363,70.0,0.0,47.74409
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",18-07-2008,231.0,0.5,30.0,18.225,21.0,12.0,35.0,14.0,1.929022,163.008,0.7,8.1,400.0,165.0,0.0,150.0,0.7462199,75.0,0.0,21.66
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",18-07-2008,2275.0,83.0,40.0,204.12,437.0,23.0,808.0,221.0,0.0,347.7,1.31,7.9,3860.0,285.0,0.0,940.0,6.201062,100.0,0.0,49.51473
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",18-07-2008,1181.0,67.0,92.0,131.22,104.0,16.0,248.0,86.0,0.0,414.8,1.46,7.8,1900.0,340.0,0.0,770.0,1.630824,230.0,0.0,22.26031
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",02-01-2009,1070.0,20.9994,36.0,67.0,110.0,39.0,195.0,43.0,0.0,336.0,1.33,8.0,1230.0,275.0,0.0,365.0,2.502754,90.0,0.0,36.54678
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",02-01-2009,3078.0,83.9976,56.0,80.0,304.0,176.0,418.0,259.0,0.0,275.0,0.94,7.9,2620.0,225.0,0.0,470.0,6.106681,140.0,0.0,48.78993
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",02-01-2009,435.0,1.5806,28.0,51.0,46.0,14.0,82.0,58.0,0.0,250.0,0.53,8.0,780.0,205.0,0.0,280.0,1.196399,70.0,0.0,25.15899
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",02-01-2009,921.0,15.3544,18.0,26.0,74.0,176.0,131.0,48.0,0.0,293.0,0.62,8.0,1050.0,240.0,0.0,150.0,2.611765,45.0,1.764878,29.92006
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",02-01-2009,941.0,20.9994,24.0,47.0,92.0,51.0,82.0,96.0,0.0,275.0,0.95,7.9,1020.0,225.0,0.0,255.0,2.514592,60.0,0.0,38.58463
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",02-01-2009,1084.0,25.5154,32.0,84.0,83.0,13.0,124.0,86.0,0.0,323.0,1.38,8.0,1170.0,265.0,0.0,425.0,1.750312,80.0,0.0,28.99391
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",02-01-2009,3029.0,90.9974,52.0,139.0,276.0,25.0,284.0,288.0,0.0,360.0,0.97,8.0,2550.0,295.0,0.0,700.0,4.53224,130.0,0.0,45.00121
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",02-01-2009,2745.0,82.6428,88.0,71.0,304.0,18.0,510.0,72.0,0.0,122.0,1.22,7.9,2350.0,100.0,0.0,510.0,5.8456,220.0,0.0,55.28646
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",02-01-2009,882.0,9.7094,24.0,58.0,129.0,59.0,142.0,72.0,0.0,415.0,1.26,8.0,1220.0,340.0,0.0,300.0,3.247638,60.0,0.8319817,42.8642
63527,Tirupur,Dharapuram,Malamedu,"10°47'25""","77°52'15""",02-01-2009,921.0,25.2896,22.0,47.0,78.0,22.0,71.0,96.0,0.0,177.0,0.97,8.0,820.0,145.0,0.0,250.0,2.153257,55.0,0.0,38.03204
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",02-01-2009,6157.0,2.0322,100.0,511.0,1334.0,192.0,3332.0,432.0,0.0,433.0,1.0,7.7,10720.0,355.0,0.0,2350.0,11.96477,250.0,0.0,52.76222
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",02-01-2009,957.0,3.1612,32.0,44.0,175.0,98.0,241.0,125.0,0.0,360.0,0.58,8.0,1430.0,295.0,0.0,260.0,4.712829,80.0,0.6832455,49.63468
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",02-01-2009,2179.0,66.611,84.0,126.0,106.0,27.0,269.0,72.0,0.0,378.0,1.8,7.4,1810.0,310.0,0.0,730.0,1.708838,210.0,0.0,23.21437
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",02-01-2009,807.0,13.9996,20.0,57.0,92.0,34.0,202.0,48.0,0.0,159.0,1.62,7.9,960.0,130.0,0.0,285.0,2.372842,50.0,0.0,37.89605
HP2E21,Tirupur,Dharapuram,Uthiyur,"10°53'10""","77°31'20""",02-01-2009,2216.0,67.2884,48.0,97.0,175.0,39.0,284.0,168.0,0.0,171.0,0.83,7.6,1710.0,140.0,0.0,520.0,3.341756,120.0,0.0,40.09117
HP2E28,Tirupur,Dharapuram,Orathupalayam,"10°51'55""","77°46'00""",02-01-2009,4705.0,47.6438,100.0,61.0,1242.0,43.0,1099.0,768.0,0.0,915.0,1.62,7.4,6080.0,750.0,0.0,500.0,24.1481,250.0,4.987972,82.94303
HP2E29,Tirupur,Dharapuram,Velampoondi,"10°48'40""","77°53'00""",02-01-2009,368.0,1.3548,40.0,21.0,46.0,23.0,53.0,42.0,0.0,232.0,1.47,7.6,600.0,190.0,0.0,185.0,1.466285,100.0,0.0785,31.69273
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",05-01-2009,1066.0,0.9032,12.0,38.0,294.0,39.0,255.0,288.0,0.0,244.0,1.2,7.9,1670.0,200.0,0.0,185.0,9.369532,30.0,0.2736847,73.02766
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",05-01-2009,906.0,13.9996,90.0,41.0,69.0,20.0,163.0,206.0,0.0,85.0,0.78,7.9,1090.0,70.0,0.0,395.0,1.513465,225.0,0.0,26.37809
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",05-01-2009,493.0,12.419,16.0,34.0,32.0,13.0,32.0,19.0,0.0,207.0,1.15,8.1,500.0,170.0,0.0,180.0,1.038016,40.0,0.0,26.16061
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",05-01-2009,676.0,7.6772,20.0,32.0,133.0,16.0,191.0,48.0,0.0,171.0,0.67,7.5,980.0,140.0,0.0,180.0,4.293386,50.0,0.0,58.87795
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",05-01-2009,2695.0,83.9976,80.0,122.0,184.0,38.0,355.0,192.0,0.0,153.0,1.1,6.7,2150.0,125.0,0.0,700.0,3.02166,200.0,0.0,34.78751
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",05-01-2009,2531.0,58.0306,160.0,112.0,207.0,14.0,461.0,384.0,0.0,110.0,1.0,7.8,2660.0,90.0,0.0,860.0,3.070243,400.0,0.0,33.89661
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",05-01-2009,1295.0,13.9996,88.0,66.0,161.0,39.0,248.0,336.0,0.0,165.0,0.73,6.9,1810.0,135.0,0.0,490.0,3.160033,220.0,0.0,39.29202
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",05-01-2009,955.0,25.2896,34.0,62.0,51.0,38.0,117.0,29.0,0.0,256.0,1.34,7.7,960.0,210.0,0.0,340.0,1.203206,85.0,0.0,22.20842
63518,Tirupur,Dharapuram,S.K.Palayam,"10°49'40""","77°35'10""",05-01-2009,1495.0,25.2896,48.0,49.0,239.0,24.0,163.0,384.0,0.0,183.0,1.41,8.0,1710.0,150.0,0.0,320.0,5.799029,120.0,0.0,59.61886
63528,Tirupur,Dharapuram,Karilingampalayam,"10°50'30""","77°18'20""",05-01-2009,2786.0,34.3216,56.0,63.0,621.0,31.0,496.0,730.0,0.0,232.0,0.93,7.0,3380.0,190.0,0.0,400.0,13.52391,140.0,0.0,75.48691
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",05-01-2009,3389.0,97.3198,40.0,36.0,511.0,35.0,461.0,336.0,0.0,122.0,0.97,7.0,2730.0,100.0,0.0,250.0,14.11637,100.0,0.0,79.15408
63532,Tirupur,Dharapuram,Uthiyur,"10°53'40""","77°31'40""",05-01-2009,2923.0,86.7072,96.0,129.0,230.0,43.0,404.0,168.0,0.0,305.0,0.4,7.0,2610.0,250.0,0.0,770.0,3.604647,240.0,0.0,37.73803
63533,Tirupur,Dharapuram,Sinukinari,"10°50'20""","77°33'05""",05-01-2009,1026.0,22.3542,20.0,62.0,115.0,32.0,170.0,58.0,0.0,262.0,1.33,7.3,1230.0,215.0,0.0,305.0,2.864277,50.0,0.0,41.9628
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",05-01-2009,923.0,2.0322,12.0,68.0,345.0,59.0,96.0,29.0,0.0,549.0,1.06,7.9,1180.0,450.0,0.0,310.0,8.527046,30.0,2.804401,66.07924
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",05-01-2009,2004.0,25.2896,40.0,92.0,359.0,39.0,390.0,432.0,0.0,311.0,1.48,7.9,2590.0,255.0,0.0,480.0,7.13993,100.0,0.0,59.64766
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",05-01-2009,5285.0,97.9972,200.0,243.0,782.0,27.0,1631.0,346.0,0.0,268.0,1.4,7.3,6060.0,220.0,0.0,1500.0,8.786037,500.0,0.0,52.58771
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",05-01-2009,2384.0,67.9658,56.0,112.0,230.0,5.0,333.0,168.0,0.0,293.0,0.9,7.0,2010.0,240.0,0.0,600.0,4.08244,140.0,0.0,45.18059
HP2E22,Tirupur,Dharapuram,Periakumarapalayam,"10°46'25""","77°18'55""",05-01-2009,2879.0,90.9974,112.0,102.0,212.0,19.0,411.0,192.0,0.0,92.0,0.68,7.9,2270.0,75.0,0.0,700.0,3.487546,280.0,0.0,38.92538
HP2E23,Tirupur,Dharapuram,Ponnapuram,"10°42'45""","77°23'34""",05-01-2009,649.0,3.8386,14.0,50.0,124.0,27.0,106.0,48.0,0.0,409.0,0.61,7.9,1070.0,335.0,0.0,240.0,3.476892,35.0,1.890987,49.49564
HP2E27,Tirupur,Dharapuram,Thoorampadi,"10°51'05""","77°40'30""",05-01-2009,528.0,2.258,14.0,34.0,110.0,29.0,64.0,19.0,0.0,427.0,1.62,8.0,860.0,350.0,0.0,175.0,3.618752,35.0,3.502631,53.02874
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",12-01-2009,3265.0,72.7076,50.0,29.0,414.0,375.0,390.0,236.0,0.0,689.0,0.747,8.1,2990.0,565.0,0.0,245.0,11.52654,125.0,6.412002,55.44195
HP2E26,Tirupur,Dharapuram,Ponnivadi,"10°42'00""","77°38'45""",12-01-2009,2160.0,41.9988,64.0,88.0,336.0,16.0,503.0,216.0,0.0,226.0,1.7,7.7,2440.0,185.0,0.0,520.0,6.398348,160.0,0.0,57.40527
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",21-01-2009,547.0,9.032,6.0,35.0,90.0,16.0,43.0,15.0,0.0,329.0,2.09,7.8,700.0,270.0,0.0,160.0,3.104868,15.0,2.213238,52.1727
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",21-01-2009,746.0,16.7092,52.0,49.0,35.0,27.0,117.0,19.0,0.0,238.0,1.96,8.0,870.0,195.0,0.0,330.0,0.8363423,130.0,0.0,17.2216
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",22-01-2009,359.0,8.3546,26.0,5.0,37.0,12.0,60.0,31.0,0.0,49.0,1.19,8.0,370.0,40.0,0.0,85.0,1.741061,65.0,0.0,44.39382
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",22-01-2009,2174.0,16.7092,80.0,107.0,322.0,196.0,737.0,288.0,0.0,232.0,2.12,7.9,3110.0,190.0,0.0,640.0,5.53705,200.0,0.0,44.02198
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",22-01-2009,3349.0,97.9972,208.0,105.0,209.0,47.0,312.0,384.0,0.0,323.0,2.34,7.8,2930.0,265.0,0.0,950.0,2.947918,520.0,0.0,31.01291
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",22-01-2009,1880.0,47.6438,64.0,117.0,48.0,176.0,298.0,48.0,0.0,390.0,2.24,7.7,1870.0,320.0,0.0,640.0,0.8246132,160.0,0.0,10.75622
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",22-01-2009,1609.0,18.2898,48.0,63.0,161.0,274.0,376.0,96.0,0.0,464.0,2.32,7.7,2100.0,380.0,0.0,380.0,3.597357,120.0,0.026,32.43583
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",23-01-2009,177.0,2.4838,16.0,12.0,7.0,9.0,28.0,29.0,0.0,55.0,0.12,8.1,230.0,45.0,0.0,90.0,0.3222145,40.0,0.0,13.12083
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",23-01-2009,245.0,4.2902,24.0,11.0,9.0,23.0,35.0,10.0,0.0,98.0,1.44,7.9,270.0,80.0,0.0,105.0,0.381781,60.0,0.0,12.69949
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",23-01-2009,231.0,2.7096,20.0,12.0,18.0,23.0,18.0,10.0,0.0,153.0,1.72,7.9,330.0,125.0,0.0,100.0,0.7857988,50.0,0.5223131,23.32467
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",28-01-2009,2981.0,46.289,200.0,112.0,322.0,137.0,709.0,557.0,0.0,73.0,0.43,7.6,3560.0,60.0,0.0,960.0,4.52081,500.0,0.0,38.15632
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",28-01-2009,981.0,11.9674,54.0,52.0,117.0,35.0,241.0,226.0,0.0,43.0,0.43,7.4,1300.0,35.0,0.0,350.0,2.725397,135.0,0.0,39.27399
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",28-01-2009,2316.0,62.9982,24.0,58.0,322.0,39.0,326.0,235.0,0.0,153.0,2.0,7.7,2090.0,125.0,0.0,300.0,8.106507,60.0,0.0,66.77859
63810,Tirupur,Udumalaipettai,Chinnapoolankinar,"10°35'20""","77°12'15""",28-01-2009,1955.0,16.7092,16.0,19.0,230.0,274.0,319.0,528.0,0.0,482.0,2.0,7.7,2920.0,395.0,0.0,120.0,9.206034,40.0,5.538656,51.6375
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",28-01-2009,495.0,5.8708,16.0,19.0,115.0,12.0,53.0,12.0,0.0,305.0,1.6,8.0,710.0,250.0,0.0,120.0,4.603017,40.0,2.637397,65.20876
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",28-01-2009,685.0,6.3224,28.0,19.0,138.0,14.0,103.0,173.0,0.0,171.0,1.7,8.1,970.0,140.0,0.0,150.0,4.933484,70.0,0.0,64.39558
63819,Tirupur,Madathukulam,Karatholuvu,"10°37'20""","77°22'33""",28-01-2009,1248.0,13.9996,52.0,61.0,92.0,176.0,262.0,269.0,0.0,122.0,1.13,7.6,1580.0,100.0,0.0,380.0,2.050896,130.0,0.0,24.8282
HP1CBE12,Tirupur,Udumalaipettai,Pudupalayam,"10°40'30""","77°09'15""",28-01-2009,576.0,15.3544,20.0,13.0,67.0,20.0,21.0,48.0,0.0,171.0,1.55,7.7,360.0,140.0,0.0,105.0,2.86613,50.0,0.7350687,53.0486
HP1CBE13,Tirupur,Udumalaipettai,Gudimangalam,"10°41'15""","77°17'05""",28-01-2009,1755.0,55.9984,40.0,57.0,37.0,196.0,177.0,58.0,0.0,183.0,0.38,7.8,1310.0,150.0,0.0,335.0,0.8801949,100.0,0.0,12.09263
HP2CBE29,Tirupur,Udumalaipettai,Somavarampatty,"10°41'00""","77°12'30""",28-01-2009,1407.0,34.999,44.0,34.0,81.0,156.0,89.0,250.0,0.0,134.0,1.06,7.7,1230.0,110.0,0.0,250.0,2.229758,110.0,0.0,28.17097
HP2CBE30,Tirupur,Madathukulam,Metrathi,"10°39'20""","77°20'20""",28-01-2009,2378.0,83.9976,66.0,24.0,138.0,164.0,230.0,48.0,0.0,122.0,0.62,7.9,1380.0,100.0,0.0,265.0,3.698362,165.0,0.0,38.81234
63803,Tirupur,Udumalaipettai,Velayuthagoundampudur,"10°44'15""","77°16'40""",29-01-2009,1181.0,22.3542,40.0,66.0,143.0,18.0,248.0,173.0,0.0,110.0,1.26,7.6,1410.0,90.0,0.0,370.0,3.227778,100.0,0.0,44.09041
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",29-01-2009,867.0,26.6444,42.0,43.0,37.0,20.0,82.0,10.0,0.0,220.0,1.3,8.0,770.0,180.0,0.0,280.0,0.9588668,105.0,0.0,20.75232
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",29-01-2009,1476.0,27.9992,52.0,66.0,83.0,176.0,262.0,221.0,0.0,134.0,1.25,7.7,1600.0,110.0,0.0,400.0,1.802216,130.0,0.0,22.37165
HP1CBE14,Tirupur,Udumalaipettai,Manupatti,"10°29'43""","77°14'30""",29-01-2009,1251.0,23.709,100.0,29.0,147.0,31.0,213.0,144.0,0.0,244.0,0.97,7.6,1460.0,200.0,0.0,370.0,3.329365,250.0,0.0,43.90412
HP2CBE31,Tirupur,Madathukulam,Kallapuram,"10°26'30""","77°18'25""",29-01-2009,756.0,23.709,44.0,30.0,32.0,20.0,35.0,14.0,0.0,232.0,0.38,8.0,660.0,190.0,0.0,235.0,0.9114425,110.0,0.0,21.19277
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",03-07-2009,2006.0,98.0,72.0,68.04,299.0,336.0,496.0,69.0,0.0,463.6,0.99,8.2,3010.0,380.0,0.0,460.0,6.066602,180.0,0.0,42.23816
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",06-07-2009,407.0,9.0,12.0,31.59,92.0,14.0,28.0,14.0,7.92871,211.872,1.59,8.6,710.0,220.0,15.0,160.0,3.164508,30.0,0.538819,52.94632
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",06-07-2009,489.0,14.0,34.0,19.44,104.0,16.0,74.0,67.0,1.37081,183.59,0.85,7.9,820.0,185.0,0.0,165.0,3.523628,85.0,0.0,54.97042
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",06-07-2009,585.0,25.0,26.0,49.815,97.0,15.0,174.0,38.0,0.0,146.4,1.47,8.6,1000.0,120.0,0.0,270.0,2.568548,65.0,0.0,42.19431
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",06-07-2009,1191.0,15.0,96.0,72.9,207.0,12.0,482.0,192.0,24.0,73.2,1.07,8.6,2010.0,100.0,20.0,540.0,3.876557,240.0,0.0,44.7947
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",06-07-2009,461.0,14.0,18.0,27.945,104.0,16.0,78.0,14.0,2.1414,227.809,1.06,8.0,780.0,230.0,0.0,160.0,3.577554,45.0,0.6076441,55.63721
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",07-07-2009,388.0,7.0,8.0,34.02,74.0,25.0,82.0,24.0,1.67578,178.274,0.66,8.0,690.0,180.0,0.0,160.0,2.54523,20.0,0.0,45.61237
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",07-07-2009,846.0,2.0,12.0,60.75,196.0,27.0,305.0,96.0,18.0,244.0,0.57,8.6,1480.0,230.0,15.0,280.0,5.095959,30.0,0.0,57.55073
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",07-07-2009,257.0,5.0,16.0,21.87,37.0,18.0,32.0,10.0,2.94379,156.957,0.6,8.3,450.0,160.0,5.0,130.0,1.412058,40.0,0.0727,34.47823
HP2E29,Tirupur,Dharapuram,Velampoondi,"10°48'40""","77°53'00""",08-07-2009,1092.0,39.0,88.0,55.89,106.0,147.0,227.0,144.0,0.0,298.9,1.39,7.8,1660.0,245.0,0.0,450.0,2.174647,220.0,0.0,26.55772
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",09-07-2009,1145.0,3.0,160.0,80.19,90.0,41.0,362.0,336.0,12.0,97.6,0.17,8.4,1930.0,100.0,10.0,730.0,1.449746,400.0,0.0,20.02763
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",10-07-2009,1121.0,35.0,10.0,57.105,267.0,38.0,184.0,288.0,0.0,244.0,0.36,7.9,1700.0,200.0,0.0,260.0,7.203928,25.0,0.0,65.30561
