Well No,Type,Well Type,Agency,State,District,Tahsil / Taluk,Block / Mandal,Village,Hamlet,Survey No,Owner,Additonal Information,Basin Code,Sub Basin,Minor Basin,Geology,Geomorphology,Toposheet No,Latitude,Longitude,Grid E,Grid N,Site ID,Well use,Surface Water Influence,Local Morphology,Command Area,Name of Command,Well Location,Well Depth ,Height of Measuring Point,Elevation of Ground Level,DWLR installed,DWLR No,DWLR type,stratigraphy,Station Name,MonitorFrom,MonitorTo,Land Use,Monitoring Type,WQ Issue
63824,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Gudimangalam,Poolavadi,,,Panchayat,,002,Amaravathy,Amaravathy,CNK,PE,58F06,10.74051,77.30881,,,F,Domestic,Nil,PE,FALSE,No,back side ofthe panchayat office,19.29999924,0.5,0,FALSE,,,Archaean,Poolavadi,,,Rural,,
63825,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Gudimangalam,Pukulam.,,,Panchayat,,002,Amaravathy,Amaravathy,GNS,PE,58F2,10.63263,77.24177,,,F,Domestic,Nil,PE,FALSE,No,Near by Library &Govt Middle School,24.5,0.699999988,349,FALSE,,,Archaean,Pukkulam,,,Rural,,
63826,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Madathukulam,Madathukulam,Kaniyur,,,Panchayat,,002,Amaravathy,Amaravathy,GNS,PE,58F6,10.60451,77.37742,,,F,Public Supply,Nil,PE,FALSE,No,Back side of VOA Office,15.19999981,0.699999988,294,FALSE,,,Archaean,Kaniyur,,,Rural,,
63827,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Udumalpet,Elayamuthur,,,Public,,002,Amaravathy,Amaravathy,GNS,PE,58F7,10.48561,77.29529,,,F,Domestic,Nil,PE,FALSE,No,Near PHC,18.5,0.800000012,343,FALSE,,,Archaean,Ilalayamuthur,,,Rural,,
63828,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Udumalpet,Kannamanaickenur 1 - 2,,,Panchayat,,002,Amaravathy,Amaravathy,GNS,PE,58F6,10.55421,77.26802,,,F,Domestic,Nil,PE,FALSE,No,Adjacent to Govt School Building,24.5,0.850000024,357,FALSE,,,Archaean,Kannamanaickanu,,,Rural,,
63829,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Udumalpet,Kallapuram,,,Phc  Well,,002,Amaravathy,Amaravathy,CNK,PE,58A7,10.43503,77.29059,,,F,Domestic,Nil,PE,FALSE,No,Near  the Panchayat  office,8.699999809,0.899999976,332,FALSE,,,Archaean,Kallapuram,,,Rural,,
63830,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Udumalpet,Kallapuram,,,Public,,002,Amaravathy,Amaravathy,CNK,PE,58F6,10.54373,77.24584,,,F,Public Supply,Nil,PE,FALSE,No,On  theMalaiyandipaltinam  Road NEAR2/0Mile stone,25.5,0.800000012,364,FALSE,,,Archaean,Kuralkuttai,,,Rural,,
HP1CTR05(A),PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Vadugapalayam,,,,,,,,,,,10.95611,77.25944,,,F,,,,FALSE,,,130,0.600000024,406,FALSE,,,,Venkitapuram,,,,,
HP1CTR08(A),PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,Vavipalayam,,,,,,,,,,,10.87716,77.29596,,,F,,,,FALSE,,,125,0.600000024,365,FALSE,,,,Muthur,,,,,
HP1CTR12,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Gudimangalam,Kongal Nagaram,Pudupalayam,173/2,TNGWD,Under repair from 17.4.01. Battery down in sensor.,002,Amaravathi,Amaravathy2,CNK,PE,58F02,10.67487,77.15363,,,F,Monitoring,Nil,PE,TRUE,Amaravathi,"The point lies in Pudupalayam Village ;of Udumalai Block,Coimbatore Dist.Exactly the proposed borehole is situated on the way of Pollachi - Gudimangalam near Pudupalayam village on the diversion to Koli Kuttai.",70,0.600000024,388,TRUE,006021,Greenapan,Archaean,Pudupalayam,,,Rural,,
HP1CTR13,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Gudimangalam,Gudimangalam,Gudipalayam,344,TNGWD,Under repair from 17.4.01. Battery down in sensor.,002,Amaravathi,Amaravathy2,CNK,PE,58F06,10.68862,77.28184,,,F,Monitoring,Nil,PE,TRUE,Amaravathi,"The point lies on the Eastern side of the Operation theatre.10.8m from the right side corner of Operation theatre,and 13.2m from the left side of the OP.Theatre.",70,0.600000024,346,TRUE,006452,Greenspan,Archaean,Gudimangalam,,,Rural,,
HP2CTR02,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Sevur,Sevur,229-2,TNGWD,stone filled since 1999,002,Noyyal,Noyyal3,GNS,PE,58E04,11.24477,77.23729,,,F,Monitoring,Nil,PE,FALSE,Nil,The point lies West of Panchayat office buildings.,38.59999847,0.600000024,355,FALSE,,,Archaean,Sevur,,,Rural,,
HP2CTR03,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Alathur,Mondipalayam,182-A,TNGWD,Blocked from 7/2003,002,Noyyal,Noyyal3,GNS,PE,58F03,11.29167,77.16667,,,NF,Monitoring,Nil,PE,FALSE,Nil,The point lies East of the Animal Husbandry Buildings.,66.19999695,0.600000024,365,TRUE,014493,Greenspan,Archaean,Alathur,,,Rural,,
HP2CTR04,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Thathanur.,Thathanur,166,TNGWD,Not working since 7/2002.Resetting the logger.,002,Noyyal,Noyyal3,GNS,PE,58E07,11.31936,77.28212,,,F,Monitoring,Nil,PE,FALSE,Nil,The point lies North of the Noon meal centre.,65,0.600000024,329,TRUE,014474,Greenspan,Archaean,Thathanur,,,Rural,,
HP2CTR12,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Samalapuram,Samalapuram,468-A1,TNGWD,,002,Noyyal,Noyyal3,GNS,PE,58E04,11.08619,77.21409,,,F,Monitoring,Nil,PE,FALSE,Nil,"The point lies East of the Agri-Extension Centre,and South of the Panchayat office building.",65,0.600000024,335,TRUE,014478,Greenspan,Archaean,Samalapuram,,,Rural,,
HP2CTR16,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,K.Ayyampalayam,K.ayyampalayam,379-2,TNGWD,,002,Noyyal,Noyyal2,GNS,PE,58F01,10.98344,77.22192,,,F,Monitoring,Nil,PE,FALSE,Nil,The point lies South of the Selakarachal-Palladam Road and East of the Panchayat Building.,65,0.600000024,416,TRUE,014491,Greenspan,Archaean,K.Ayyampalayam,,,Rural,,
HP2CTR18,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,South Avinasipalayam,Avinashi palayam south,68-2A,TNGWD,,002,Amaravathi,Amaravathy1,GNS,PE,58F05,10.96667,77.4624,,,NF,Monitoring,Nil,PE,FALSE,Nil,The point lies South of the Mariamman Koil Temple and North of the Police Station and police quarters.,66.69999695,0.600000024,330,TRUE,013014,Greenspan,Archaean,Avinahsi Palaya,,,Rural,,
HP2CTR32,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Madathukulam,Madathukulam,Komaralingam -E,,152/A1,TNGWD,Under repair from 21.02.01. Battery down in sensor.,002,Amaravathi,Amaravathy5,CNK,PE,58F06,10.55584,77.36547,,,F,Monitoring,Nil,PE,TRUE,Amaravathi,The point lies inside the Inspection Bungalow campus.,66.5,0.600000024,304,TRUE,006115,Greenspan,Archaean,Madathukulam,,,Rural,,
HP2CTR33A,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Udumalpet,Gudimangalam,Veedampatty,,,,,,,,,,,10.75528,77.165,,,NF,,,,FALSE,,,65,0.600000024,368,FALSE,,,,Veethampatti,,,,,
HP2ETR09,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Kangeyam,Vellakoil,Kampuliampatti,,910/2,TNGWD,,002,Amaravathy,Amaravathy IV,GGN,PE,58E09,10.89183,77.60424,,,F,Monitoring,,UN,FALSE,Nil,The Borewell is located inthe Panchayat Middle School premises of Kambiliyampatti village to the East of Schoo Palavadi.,60.90000153,0.600000024,232,TRUE,014422,Greenspan,Archaean,Kambliyampatti,,,Rural,,
HP2ETR10 A,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Kangeyam,Kangayam,Nalroad,Poomandanvalasu,,Tngwd,,002,Noyyal,Noyyal IV,,,,11.06806,77.55787,,,F,,,,FALSE,Non Command,Panchayet Union  Elementary School,71.09999847,0.600000024,273,FALSE,,,,Poomandanvalasu,,,Rural,,
HP2ETR24 A,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Thalavai Pattinam,,,Tngwd,,002,Amaravathi,Amaravathi,,,,10.63303,77.43176,,,F,Monitoring,,,FALSE,Non Command,Panchayet Union  Elementary School,60,0.610000014,272,FALSE,,,,Kallivalasu,,,Rural,,
HP2ETR25 A,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Thoppampatti,Thoppampatti,,Tngwd,,002,Amaravathi,Amaravathi IV,,,,10.78133,77.46312,,,F,,,,FALSE,Non Command,Panchayet Union Middle School,61.29999924,0.600000024,263,FALSE,,,,Thoppampatti,,,Rural,,
HP2ETR26,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Mulanur,Ponnivadi,Elugamvalasu,961/1,TNGWD,,002,Amaravathy,Amaravathy IV,CNK,PE,58F10,10.69489,77.62106,,,F,Monitoring,Low,UN,FALSE,Nil,The Borewell is located in the premises Govt High School at Elugamvalasu village.,61.90000153,0.600000024,257,TRUE,014463,Greenspan,Archaean,Ponnivadi,,,Rural,,
HP2ETR27,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Mulanur,Peramiyam,Olapalayam,452,TNGWD,,002,Amaravathy,Amaravathy IV,CNK,PE,58F09,10.85199,77.67149,,,F,Monitoring,Low,UN,FALSE,Nil,The Borewell is located infront of the Olapalayam Panchayat Elementary School,81.80000305,0.600000024,200,TRUE,006306,Greenspan,Archaean,Thoorampadi,,,Rural,,
IBH-61286,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Kundadam,Kundadam,Kundadam,,Pwd Wro,,002,Ruthravathi,,GGN,PD,58E5,10.84852,77.44734,,,F,Monitoring,,PE,FALSE,,In center of pwd ooffice,120,0.649999976,303,FALSE,,,Archean,Kundadam,,,Rural,,
IBH-61288,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Kundadam,Nanthavanampalayam,Nandavanampalayam,,Pwd Wro,,002,Ruthravathi,,GGN,PE,58F5,10.84754,77.36473,,,F,Monitoring,,PD,FALSE,,In front of PACP Socity land,123,0.100000001,317,FALSE,,,,Nandavanampalay,,,Rural,,
IBH61284,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Kangeyam,Vellakoil,Vellakoil,,,TNGWD,,002,Amaravathy,Amaravathy,GGN,PE,58F09,10.99157,77.72028,,,F,Monitoring,,PE,FALSE,,Left side the elementary school,60,0.449999988,233,FALSE,,,Archaean,Nadupalayam,02-01-2009,,Rural,,
MWSETR06,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Virumandampalayam,Virumandempalayam,,Tngwd,,002,N4,Noyyal/Uthukuli,,BP,58E8,11.21312,77.39453,,,F,Monitoring,,PL,FALSE,Non Command,Ammapalayam,124,0.600000024,318,FALSE,,,,Virumandempalay,,,Rural,,
MWSETR07,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Velampalayam,Velampalayam,,Tngwd,,002,N4,Noyyal/Velampal,,,58E7,11.26659,77.43894,,,F,Monitoring,,PL,FALSE,Non Command,Karukkupalayam,140.5,0.649999976,310,FALSE,,,,Velampalayam,,,Rural,,
MWSETR12,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Kundadam,Kokkampalayam,Kokkampalayam,,Tngwd,,002,A1,Amaravathy/Sada,,BP,58E5,10.87879,77.38911,,,F,Monitoring,,PL,FALSE,Non Command,J.J. Nagar Harjan Colony,144.1000061,0.649999976,353,FALSE,,,,Kokkampalayam,,,Rural,,
MWSETR13,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Shangarandampalayam,Sankarandampalayam,,Tngwd,,002,A4,Amaravathy/Kund,,PE,58E9,10.81542,77.60688,,,F,Monitoring,,PL,FALSE,Non Command,Velampalayam,125.8000031,0.600000024,222,FALSE,,,,Sankarandampala,,,Rural,,
MWSETR14,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Chirukinar,Sirukinar,,Tngwd,,002,A4,Amaravathy/Siru,,PE,58E9,10.502,77.3251,,,NF,Monitoring,,PL,FALSE,Non Command,Kovil puramboke,130.6999969,0.600000024,342,FALSE,,,,Sirukinar,,,Rural,,
MWSETR15,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Kolathupalayam,Kolathupalayam,,Tngwd,,002,A4,Amaravathy/Kula,,PE,58E10,10.74435,77.61057,,,F,Monitoring,,PL,FALSE,Non Command,D. Kumarapalayam,92,0.600000024,244,FALSE,,,,Kolathupalayam,,,,,
